인덱스,공모전명,기업명,기업형태,시상규모,공모분야,참여대상,접수기간,활동혜택
85718,제3회 서울국제명상엑스포 국제명상음악공모전 공모전,동국대학교,기타,550만 원,디자인/순수미술/공예,대상 제한 없음,22.3.1 ~ 22.5.8,기타
85720,제3회 서울국제명상엑스포 108초 명상 영상 콘텐츠 공모전,동국대학교,기타,550만 원,사진/영상/UCC,대상 제한 없음,22.3.1 ~ 22.5.14,기타
85721,2022 대한민국 콘텐츠 대상 '스토리 부문',한국콘텐츠진흥원,중소기업,5000만 원,문학/시나리오,대상 제한 없음,22.5.18 ~ 22.5.25,기타
85723,제 2회 플레이메이커 공모전,(주)플레이더월드,중소기업,80만 원,캐릭터/만화/게임,대상 제한 없음,22.4.18 ~ 22.5.8,기타
85724,HEX2GATEHR 인스타그램 포토 컨테스트,(주)지오뮤직,중소기업,-,사진/영상/UCC,대상 제한 없음,22.4.15 ~ 22.5.31,기타
85726,2022 생탁 대학생 디자인 공모전,부산합동양조,중소기업,600만 원,디자인/순수미술/공예,대학생,22.4.27 ~ 22.5.20,상장 수여
85770,★총4만불 지원!★ 2022 해커스 장학생 모집 (~5/29 마감),해커스어학원,중견기업,1000만 원,기타,대학생,22.4.21 ~ 22.5.29,기타
85784,2022년 1인 미디어 콤플렉스 입주기업 모집공고,한국전파진흥협회,공공기관/공기업,-,기타,대상 제한 없음,22.4.13 ~ 22.5.13,기타
85795,예술분야 NFT 프로젝트 IR 피칭대회,힐스톤파트너스,중소기업,5000만 원,기획/아이디어,대상 제한 없음,22.4.21 ~ 22.4.25,기타
85863,2022 전통시장활성화사업 공릉동도깨비시장 간판 공모전,노원그린캠퍼스타운사업단,비영리단체/협회/재단,600만 원,디자인/순수미술/공예,대상 제한 없음,22.5.16 ~ 22.6.3,기타
85864,2022 날씨빅데이터 콘테스트,기상청,공공기관/공기업,300만 원,과학/공학,대상 제한 없음,22.4.25 ~ 22.5.30,기타
85865,2022년 어린이날 기념 가족사랑 사진 공모전,인구보건복지협회 강원지회 / 인구보건복지협회 강원지회,비영리단체/협회/재단,-,사진/영상/UCC,청소년,22.5.2 ~ 22.5.23,기타
85866,제 2회 역사꽃연구소 한국사 짧은 시 공모전,역사꽃연구소,비영리단체/협회/재단,-,문학/시나리오,대상 제한 없음,22.4.21 ~ 22.5.11,기타
85867,2022 노인권익 향상을 위한 주민참여 노인일자리 아이디어 공모전,화성시동탄노인복지관,기타,-,기획/아이디어,대상 제한 없음,22.4.18 ~ 22.5.20,기타
85868,2022년 탄소중립 캠페인송 영상 공모전,환경부,공공기관/공기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.4.22 ~ 22.7.29,상장 수여
85869,2022 보고싶다 정선아 30초 광고제,정선군 / 오마이필름,공공기관/공기업,750만 원,사진/영상/UCC,대상 제한 없음,22.4.25 ~ 22.5.19,기타
85870,행복얼라이언스 음식사진 콘테스트,행복얼라이언스,중소기업,-,사진/영상/UCC,대상 제한 없음,22.4.16 ~ 22.5.5,기타
85915,제14회 한국장학재단 수기공모전 (~5/17),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.4.21 ~ 22.5.17,기타
85937,2022 삼양그룹 대학생 영상 공모전,삼양그룹,중견기업,850만 원,사진/영상/UCC,대학생,22.4.25 ~ 22.5.27,상장 수여
85963,제3회 기상청 기후변화과학 통합 공모전,기상청,공공기관/공기업,855만 원,기획/아이디어,대상 제한 없음,22.4.22 ~ 22.7.1,상장 수여
85978,2022 Open Bridge with CHOKWANG(조광) 참여자(기업) 모집 (~04.28),경기창조경제혁신센터,비영리단체/협회/재단,5000만 원,기획/아이디어,직장인/일반인,22.4.1 ~ 22.4.28,기타
85989,월드클래스 육성 10년 프로젝트,(주)리컨벤션,중소기업,1억 원,기타,대상 제한 없음,22.5.4 ~ 22.5.17,기타
86026,단원구노인복지관 어버이날맞이 제2회 효(孝) 가족 사랑 공모전,단원구노인복지관,비영리단체/협회/재단,25만 원,디자인/순수미술/공예,대상 제한 없음,22.4.19 ~ 22.4.28,기타
86028,메타버스 플랫폼을 활용한 맵 제작 공모전,하이원리조트(강원랜드),기타,380만 원,과학/공학,대학생,22.5.1 ~ 22.6.1,기타
86029,제8회 장애인식개선 공모전 '사생대회',기장장애인복지관,중소기업,-,디자인/순수미술/공예,청소년,22.4.20 ~ 22.5.27,기타
86032,한국원자력연구원 어린이 원자력 R&D 및 비전 그림 공모전,한국원자력연구원,공공기관/공기업,490만 원,디자인/순수미술/공예,청소년,22.4.25 ~ 22.5.27,기타
86033,서울산업진흥원 쇼미더스페이스 공모전,서울산업진흥원,비영리단체/협회/재단,-,디자인/순수미술/공예,대상 제한 없음,22.4.6 ~ 22.5.5,기타
86035,충남음악창작소 음반제작지원 프로젝트,충남음악창작소 / 충남정보문화산업진흥원,비영리단체/협회/재단,570만 원,예체능/패션,"대학생, 직장인/일반인",22.4.4 ~ 22.4.29,기타
86037,백제문화제 간편음식 UCC 공모전,충남 공주시 / 공주시백제문화선양위원회,비영리단체/협회/재단,390만 원,사진/영상/UCC,대상 제한 없음,22.4.22 ~ 22.4.30,기타
86038,(주)WSC 시나리오/드라마극본 공모전,(주)WSC,기타,5000만 원,문학/시나리오,대상 제한 없음,22.5.1 ~ 22.7.30,기타
86039,2022 세계학생미술대회 공모전,월간교육신문 / 키드잡아동문화협회,비영리단체/협회/재단,-,디자인/순수미술/공예,청소년,22.5.1 ~ 22.6.9,기타
86071,통로이미지 크리에이티브 어워즈 2022,통로이미지 주식회사,중소기업,900만 원,사진/영상/UCC,대상 제한 없음,22.5.15 ~ 22.6.15,기타
86074,2022 SK증권 DT 아이디어 공모전 (인턴십 특전),SK증권,대기업,1800만 원,기획/아이디어,"대학생, 직장인/일반인",22.7.1 ~ 22.7.31,인턴/정규직채용
86076,사회문제 해결 스타트업 아이디어 공모전,SK하이닉스,대기업,1억 6000만 원,기획/아이디어,대상 제한 없음,22.5.2 ~ 22.6.6,"기타, 상장 수여"
86099,정보통신기술자격검정 카카오톡 이모티콘 디자인 공모전,(사) 한국정보통신진흥협회,비영리단체/협회/재단,100만 원,광고/마케팅,대상 제한 없음,22.4.18 ~ 22.5.8,실제상용화
86105,제 4회 2022 INFINeLI 디자인 공모전,"(주)승일네트웍스, 포스코A&C, 포스코스틸리온",대기업,1800만 원,디자인/순수미술/공예,대상 제한 없음,22.7.25 ~ 22.8.1,인턴/정규직채용
86126,포스코모빌리티솔루션 기업시민 아이디어 공모전,(주)포스코모빌리티솔루션,대기업,500만 원,기획/아이디어,"대학생, 직장인/일반인",22.4.25 ~ 22.5.22,인턴/정규직채용
86138,2022 전통문화 우수상품 공모전,마인드디자인,기타,400만 원,디자인/순수미술/공예,대상 제한 없음,22.4.4 ~ 22.7.3,"기타, 상장 수여"
86140,제 5회 BAF 청년작가 공모전,마인드디자인,기타,500만 원,디자인/순수미술/공예,대상 제한 없음,22.4.4 ~ 22.7.3,"기타, 상장 수여"
86148,2022 열매나눔재단 사회적기업가 육성사업 예비창업팀 모집 (~5/27 18:00),열매나눔재단,비영리단체/협회/재단,700만 원,기획/아이디어,"대학생, 직장인/일반인",22.4.25 ~ 22.5.27,기타
86153,디하라 수강생을 위한 <제1회 디하라 디자인 공모전>을 개최합니다!,주식회사 유니그랜트하이,중소기업,200만 원,디자인/순수미술/공예,대상 제한 없음,22.5.1 ~ 22.5.31,기타
86157,[과학기술정보통신부] 'K-디지털 챌린지 : NET 챌린지 캠프 시즌9' 네트워크 응용분야 아이디어 공모,운영사무국,중소기업,2900만 원,기획/아이디어,대학생,22.4.20 ~ 22.5.11,"입사시 가산점, 상장 수여"
86197,2022 ACC 지역작가 미디어아트 공모전,국립아시아문화전당,비영리단체/협회/재단,3000만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.5.2 ~ 22.5.8,기타
86199,수필 공모전 (나의 동구 에세이),"국제신문, (사)부산스토리텔링협의회",비영리단체/협회/재단,140만 원,문학/시나리오,대상 제한 없음,22.5.4 ~ 22.6.20,기타
86200,포스코모빌리티솔루션 기업시민 5대 브랜드 공모전,포스코모빌리티솔루션,중소기업,500만 원,기획/아이디어,"대학생, 직장인/일반인",22.4.25 ~ 22.5.22,기타
86201,2022 하이생 모락 제품 홍보영상 공모전,(유)하이모 자연건강사업부,중소기업,185만 원,사진/영상/UCC,대상 제한 없음,22.4.25 ~ 22.5.5,기타
86202,제1회 SAC 고교 아이디어 공모전,서울종합예술실용학교,기타,6000만 원,기획/아이디어,청소년,22.4.25 ~ 22.6.3,기타
86203,에코후레쉬 친환경 패키지 아이디어 공모전,제이앤케이사이언스,기타,150만 원,디자인/순수미술/공예,대상 제한 없음,22.4.15 ~ 22.5.31,기타
86204,제2회 치매안심마을 어린이 공모전,강서구치매안심센터,비영리단체/협회/재단,-,디자인/순수미술/공예,청소년,22.5.2 ~ 22.5.31,기타
86205,2022년 시각장애인 사회복지프로그램 아이디어 공모전,대구광역시 시각장애인복지관,비영리단체/협회/재단,290만 원,기획/아이디어,대상 제한 없음,22.4.25 ~ 22.6.10,기타
86206,2022 대중교통 아이디어 공모전,(재)티머니복지재단,비영리단체/협회/재단,1700만 원,기획/아이디어,대상 제한 없음,22.4.29 ~ 22.5.20,기타
86241,"[MnJ문화복지재단] 2022년 청년 예술가 첫 개인전 지원사업 공모 For Youth, Four Spaces",MnJ문화복지재단,비영리단체/협회/재단,2000만 원,디자인/순수미술/공예,대학생,22.4.18 ~ 22.5.22,"해외연수, 전시기회"
86246,제17회 대한민국 해양사진대전,한국해양재단,비영리단체/협회/재단,2000만 원,사진/영상/UCC,대상 제한 없음,22.4.25 ~ 22.7.1,상장 수여
86248,[외교부] 2022 외교정책 제안 공모전 안내,외교부,공공기관/공기업,-,기획/아이디어,대상 제한 없음,22.4.25 ~ 22.6.3,"기타, 상장 수여"
86282,2022 스마일게이트 인디게임 창작 공모전 <IndieGo>,스마일게이트 퓨처랩,대기업,1200만 원,기획/아이디어,대상 제한 없음,22.4.22 ~ 22.5.22,기타
86285,청소년활동 아이디어 프로그램 경진대회,(재)충청남도청소년진흥원 청소년활동진흥센터,공공기관/공기업,60만 원,기획/아이디어,"청소년, 대학생",22.4.11 ~ 22.5.27,상장 수여
86295,"2022강릉단오제 영산홍 챌린지(노래,댄스)",(사)강릉단오제위원회,비영리단체/협회/재단,540만 원,사진/영상/UCC,대상 제한 없음,22.4.28 ~ 22.6.6,기타
86308,드럼경연대회 THE DRUMMER with Yamaha,더 피알엠,기타,-,예체능/패션,대상 제한 없음,22.5.2 ~ 22.5.20,상장 수여
86324,2022 리본카 CM송 영상 공모전,리본카,공공기관/공기업,3000만 원,사진/영상/UCC,대상 제한 없음,22.4.25 ~ 22.6.12,"입사시 가산점, 상장 수여"
86334,2022년 탄소중립 캠페인송 영상 공모전,2022년 탄소중립 캠페인송 영상 공모전 운영사무국,공공기관/공기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.4.22 ~ 22.7.29,상장 수여
86347,2022 ‘성희롱 없는 일터 만들기’ 에세이 공모전,서울직장성희롱성폭력예방센터,공공기관/공기업,680만 원,문학/시나리오,"대학생, 직장인/일반인",22.4.25 ~ 22.6.27,"기타, 상장 수여"
86366,전라북도 자치경찰위원회 사진 공모전,전라북도자치경찰위원회,비영리단체/협회/재단,6000만 원,사진/영상/UCC,대상 제한 없음,22.4.11 ~ 22.5.31,기타
86367,2022 제29회 한라환경대상,제주특별자치도 / 한라일보사,공공기관/공기업,1080만 원,사진/영상/UCC,대상 제한 없음,22.4.18 ~ 22.5.18,기타
86368,광주공공배달앱 위메프오 영상공모전,광주광역시 경제고용진흥원,공공기관/공기업,-,사진/영상/UCC,"청소년, 대학생",22.4.25 ~ 22.5.27,기타
86370,제3회 아이코리아 전국 대학생 인형극 동영상 공모전,사단법인 아이코리아,기타,180만 원,사진/영상/UCC,대학생,22.6.7 ~ 22.8.31,기타
86372,2022 대자연사랑 사진 공모전,(사)대자연사랑실천본부,비영리단체/협회/재단,150만 원,사진/영상/UCC,대상 제한 없음,22.4.18 ~ 22.5.31,상장 수여
86375,제5회 고흥분청사기 공모전,고흥분청문화박물관,기타,3800만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.8.3 ~ 22.8.6,기타
86377,제10회 광주광역시 인권작품 공모전,광주광역시,공공기관/공기업,500만 원,디자인/순수미술/공예,대상 제한 없음,22.4.25 ~ 22.6.24,기타
86378,2022 은평 재난안전 교육 콘텐츠 영상 공모전,은평구청,공공기관/공기업,660만 원,사진/영상/UCC,청소년,22.4.14 ~ 22.5.25,기타
86379,"COMPLIT | 허클베리피와 함께 음원을 발매할 수 있는 기회, 컴플릿!",Baund // 바운드,중소기업,-,예체능/패션,대상 제한 없음,22.4.26 ~ 22.5.15,실제상용화
86381,2022 스마트 물류 공모전,"김천시 / 영남대학교 정보통신연구소, 경북IT융합산업기술원",공공기관/공기업,390만 원,기획/아이디어,대상 제한 없음,22.4.19 ~ 22.5.19,기타
86413,"[추천공모전]제 6회 아이사랑 안심보육 공모전(5/2~5/31,6/24)",공모전사무국,비영리단체/협회/재단,1200만 원,디자인/순수미술/공예,직장인/일반인,22.5.2 ~ 22.6.24,"기타, 상장 수여"
86418,경실련「제2회 미니미 영화제」 공모전,경제정의실천시민연합,비영리단체/협회/재단,100만 원,기획/아이디어,대상 제한 없음,22.4.27 ~ 22.5.22,"기타, 상장 수여"
86428,2022 국민참여 정책소통 공모전,문화체육관광부,공공기관/공기업,1450만 원,기획/아이디어,대상 제한 없음,22.4.27 ~ 22.5.26,"기타, 상장 수여"
86458,2022 제2회 대학생 국제개발협력포럼 참가자 모집(연장),대학생국제개발협력포럼 조직위원회,기타,190만 원,기획/아이디어,대학생,22.4.13 ~ 22.5.8,기타
86476,2022 지식재산 스타트업 경진대회,한국 발명진흥회,공공기관/공기업,2000만 원,과학/공학,대상 제한 없음,22.4.12 ~ 22.5.31,기타
86506,시흥산업진흥원 '함께 극복' 챌린지 릴스 영상 공모전,시흥산업진흥원,비영리단체/협회/재단,60만 원,사진/영상/UCC,대상 제한 없음,22.4.21 ~ 22.5.11,기타
86507,제5회 기상기술 아이디어 공모전,"부산지방기상청, 부산창조경제혁신센터",비영리단체/협회/재단,1300만 원,기획/아이디어,"대학생, 직장인/일반인",22.4.27 ~ 22.5.27,기타
86509,2022 SK증권 DT 아이디어 공모전(D-IDEA),SK증권,금융권,1300만 원,기획/아이디어,"대학생, 직장인/일반인",22.7.1 ~ 22.7.31,기타
86512,2022년 전라북도 테마제안 공모,전라북도청,공공기관/공기업,600만 원,기획/아이디어,대상 제한 없음,22.4.22 ~ 22.6.30,기타
86515,제 2회 농식품 ESG 창의기술 아이디어 공모전,"농림축산식품부 / 농림식품기술기획평가원,이마트에브리데이",공공기관/공기업,2200만 원,기획/아이디어,대학생,22.4.18 ~ 22.5.13,기타
86518,세계지역연구소 2022 공공외교 소논문 공모전,고려대학교 국제대학 세계지역연구소,기타,110만 원,학술,대학생,22.4.11 ~ 22.6.12,기타
86521,DGB사회공헌재단과 함께하는 제1회 경상북도 대학생 사회복지 토론대회,경상북도사회복지사협회,비영리단체/협회/재단,270만 원,학술,대학생,22.4.18 ~ 22.5.13,기타
86523,2022년 관세 연구 공모전 및 판례평석 공모전,관세평가분류원 / 한국관세무역개발원,기타,1000만 원,학술,"대학생, 직장인/일반인",22.4.4 ~ 22.5.2,기타
86525,2022 초록우산 어린이재단 연구지원사업,초록우산 어린이재단 아동복지연구소,비영리단체/협회/재단,-,학술,"대학생, 직장인/일반인",22.4.4 ~ 22.4.29,기타
86576,"★경남일포유 APP 다운로드 이벤트★ 앱 다운 받고, 일자리 정보도 얻고, 선물도 받자!",경남경영자총협회,비영리단체/협회/재단,1억 원,창업,대상 제한 없음,22.5.2 ~ 22.6.5,기타
86605,[데이콘] 소비자 데이터 기반 소비 예측 경진대회(~05.13),데이콘,기타,-,과학/공학,대상 제한 없음,22.4.28 ~ 22.5.13,기타
86627,2022년 보건의료 통계정보 활용 경진대회,건강보험심사평가원,공공기관/공기업,500만 원,사진/영상/UCC,대상 제한 없음,22.5.4 ~ 22.5.27,상장 수여
86635,2022년 일본군‘위안부’ 피해자 관련 청소년 작품공모전,여성가족부,공공기관/공기업,1500만 원,디자인/순수미술/공예,"청소년, 대학생",22.4.27 ~ 22.9.16,기타
86653,"2022 가람청년시문학상, 최명희청년소설문학상 공모전",전북대신문사 ․ 혼불기념사업회(최명희문학관),비영리단체/협회/재단,800만 원,문학/시나리오,"청소년, 대학생",22.8.8 ~ 22.8.31,기타
86655,제 8회 소프트웨어 사고력 올림피아드 (기간연장),"정보통신기획평가원, SW중심대학",기타,1000만 원,과학/공학,청소년,22.1.18 ~ 22.5.23,기타
86656,고려 궁궐 개성 만월대 남북공동발굴 콘텐츠 공모전,남북역사학자협의회,비영리단체/협회/재단,550만 원,사진/영상/UCC,대상 제한 없음,22.5.23 ~ 22.6.5,기타
86659,빵모았당 빵 쌓기대회,대전관광공사 / 대전빵축제조직위원회,비영리단체/협회/재단,500만 원,기타,대상 제한 없음,22.4.26 ~ 22.5.13,기타
86660,동아이지에듀 시사원정대 홍보영상 공모전,동아일보 교육법인 동아이지에듀,중소기업,100만 원,사진/영상/UCC,대상 제한 없음,22.5.1 ~ 22.7.1,기타
86662,2022 스마트건설 혁신기업 프로그램,한국건설기술연구원,기타,7억 5000만 원,건축/건설/인테리어,대상 제한 없음,22.4.27 ~ 22.5.20,기타
86664,JNAC 창작자 발굴 프로젝트 2022 하이픈 중랑 창작자 공모,중랑문화재단 / 중랑아트센터,비영리단체/협회/재단,-,디자인/순수미술/공예,대상 제한 없음,22.4.12 ~ 22.5.15,기타
86666,"2022년 인천공항 안전사진, 포스터 공모전",인천국제공항공사,공공기관/공기업,610만 원,사진/영상/UCC,대상 제한 없음,22.4.21 ~ 22.5.20,기타
86706,수상한 인터뷰 지원자 모집 (공모전 수상한 사람을 찾습니다!),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.4.29 ~ 상시모집,기타
86721,[SK하이닉스] 사회문제 해결 스타트업 아이디어 공모전,SK하이닉스,대기업,1억 6000만 원,기획/아이디어,대상 제한 없음,22.5.2 ~ 22.6.6,상장 수여
86724,제11회 협성 독서왕 독후감 공모전,협성문화재단,비영리단체/협회/재단,9300만 원,문학/시나리오,대상 제한 없음,22.7.1 ~ 22.7.31,상장 수여
86744,[추천 공모전] 2022 대중교통 아이디어 공모전 (~5/20),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.4.29 ~ 22.5.20,기타
86753,성북청춘불패영화제 단편영화 제작지원 프로젝트 공모,(재)성북문화재단,공공기관/공기업,300만 원,사진/영상/UCC,대학생,22.4.29 ~ 22.5.27,기타
86761,2022 월간 웹소설 5월 '패밀리',에브리웨이,기타,300만 원,문학/시나리오,대상 제한 없음,22.5.1 ~ 22.5.20,기타
86762,경기지역암센터 암예방 홍보 디자인 공모전,경기지역암센터 / 경기도청,공공기관/공기업,-,디자인/순수미술/공예,대학생,22.5.2 ~ 22.5.31,기타
86764,2022년 국립공원 생태탐방원 생태관광 상품 공모전,"환경부, 국립공원공단",공공기관/공기업,8000만 원,기획/아이디어,직장인/일반인,22.4.14 ~ 22.5.25,기타
86765,(채용 연계) 네트워크 지능화를 위한 인공지능 해커톤,"ETRI, KT",중견기업,1000만 원,과학/공학,"대학생, 직장인/일반인",22.4.18 ~ 22.5.13,기타
86767,한국동서발전 2050 탄소중립 대국민 아이디어 공모전,한국동서발전,중소기업,200만 원,기획/아이디어,대상 제한 없음,22.4.22 ~ 22.7.15,기타
86769,"2022 청춘나눔창작연극제 '청소년, 봄을 짓다' 10분 희곡 공모전 '십분발휘'",한국예술종합학교 연극원,기타,300만 원,문학/시나리오,대상 제한 없음,22.5.9 ~ 22.5.20,기타
86771,2022 삼성행복대상 후보자 추천,삼성생명공익재단,비영리단체/협회/재단,1억 7500만 원,학술,대상 제한 없음,22.4.1 ~ 22.5.31,기타
86773,2022년도 강릉관광개발공사 주민참여 혁신 제안 공모,강릉관광개발공사,공공기관/공기업,150만 원,기획/아이디어,"대학생, 직장인/일반인",22.4.15 ~ 22.5.5,기타
86802,제 1회 국제청년센터 공모전 : 차별 없는 세상,국제청년센터,비영리단체/협회/재단,90만 원,디자인/순수미술/공예,대학생,22.4.27 ~ 22.6.8,"실제상용화, 기타"
86810,"제14회 글여울 장편소설 <문명, 그 화려한 역설> 비밀찾기 프로젝트 공모",도서출판 글여울,중소기업,9000만 원,기획/아이디어,"대학생, 직장인/일반인",22.5.5 ~ 22.5.25,기타
86814,알테어 최적화 대회 (AOC 2022),한국알테어,외국계기업,480만 원,과학/공학,대학생,22.4.5 ~ 22.5.31,"기타, 상장 수여"
86824,GKL 대한민국 관광의 중심이 되다! GKL 영상∙사진 공모전,GKL,중소기업,500만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.6.5,상장 수여
86826,산청군 관광 캐릭터 전국 공모전,산청군,기타,400만 원,디자인/순수미술/공예,대상 제한 없음,22.5.16 ~ 22.5.27,상장 수여
86828,총 상금 4억원! FUN 먹방 영상 챌린지,(주)펀앤아이,중소기업,4억 원,기획/아이디어,대상 제한 없음,22.5.1 ~ 22.5.31,기타
86837,[데이콘] 코드 유사성 판단 AI 경진대회 (~06.10),데이콘,기타,600만 원,과학/공학,대상 제한 없음,22.5.2 ~ 22.6.10,기타
86841,뚜벅이마을_살아보기_1기모집,(주)메이드인피플,기타,-,창업,"대학생, 직장인/일반인",22.4.25 ~ 22.5.6,기타
86842,"[포스타입] 1화 공모전 (5월 주제: 회귀, 빙의, 환생) - 1화만 제출해도 상금 100만 원",포스타입,스타트업,700만 원,캐릭터/만화/게임,대상 제한 없음,22.5.1 ~ 22.5.31,기타
86850,2022 서민금융 영상 공모전(~6/30),서민금융진흥원,기타,670만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.6.30,기타
86861,2022 KYMF 청소년 포스터 디자이너 모집(~5/17),서울시립청소년미디어센터,비영리단체/협회/재단,30만 원,디자인/순수미술/공예,청소년,22.5.1 ~ 22.5.17,실제상용화
86862,시민불편 전국 영상공모전,부산환경공단,공공기관/공기업,1710만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.6.30,상장 수여
86863,제11회 협성 독서왕 독후감 공모전,협성문화재단,비영리단체/협회/재단,9300만 원,문학/시나리오,대상 제한 없음,22.7.1 ~ 22.7.31,상장 수여
86873,크리에이터가 만드는 디지털서울 NFT 챌린지,서울디지털재단,비영리단체/협회/재단,650만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.6.20,상장 수여
86878,2022년 『제15회 잡지 미디어 콘텐츠 공모전- 잡지가 있는 삶』,(사)한국잡지협회,비영리단체/협회/재단,1770만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.8.31,기타
86891,(5/11 접수마감) [K-디지털 챌린지 : NET 챌린지 캠프 시즌9] 네트워크 응용분야 아이디어 공모,과학기술정보통신부,공공기관/공기업,2900만 원,기획/아이디어,대학생,22.4.20 ~ 22.5.11,"입사시 가산점, 상장 수여"
86900,제24회 전국중고생자원봉사대회 응모안내,푸르덴셜사회공헌재단,비영리단체/협회/재단,8000만 원,기획/아이디어,청소년,22.4.18 ~ 22.6.12,"기타, 상장 수여"
86904,2022 제4회 예천국제스마트폰영화제 공모전,예천국제스마트폰영화제조직위원회,비영리단체/협회/재단,5200만 원,사진/영상/UCC,대상 제한 없음,22.6.13 ~ 22.7.29,상장 수여
86927,제24회 전국학생 통계활용대회,통계청,공공기관/공기업,3300만 원,기획/아이디어,청소년,22.5.2 ~ 22.6.17,"기타, 상장 수여"
86945,2022년도 미래도전국방기술 사업 기술경진대회,"방위사업청, 대전광역시 / 국방과학연구소, 대전테크노파크",공공기관/공기업,-,과학/공학,대상 제한 없음,22.5.12 ~ 22.5.25,기타
86947,2022 글로벌 리더 경연 대회,IYF울산지부,기타,135만 원,해외,"대학생, 직장인/일반인",22.5.2 ~ 22.5.14,기타
86949,2022 시민불편 전국 영상공모전,부산환경공단 / 부산일보,기타,1610만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.6.30,기타
86951,2022 창의아이디어 & 발명디자인 경진대회,청주대학교 지식재산교육&상용화센터,기타,4500만 원,기획/아이디어,대상 제한 없음,22.6.13 ~ 22.8.26,기타
86953,울산국제영화제 2022 학생/시민 영화 제작지원 사업 공모,울산광역시청 / 울산문화재단,비영리단체/협회/재단,3억 8000만 원,사진/영상/UCC,대상 제한 없음,22.5.30 ~ 22.6.10,기타
86954,2022 대구광역시 북구정신건강복지센터 마인드 파트너 캐릭터 공모전,대구광역시 북구정신건강복지센터,공공기관/공기업,100만 원,캐릭터/만화/게임,대상 제한 없음,22.5.2 ~ 22.5.31,기타
86956,2022년 공공 · 빅데이터 활용 창업 아이디어 경진대회,"강원도, 강원테크노파크",기타,8500만 원,기획/아이디어,대상 제한 없음,22.4.12 ~ 22.5.9,기타
86957,2022 청년 관광 공모전 트래블리그,"문화체육관광부, 한국관광공사",공공기관/공기업,400만 원,기획/아이디어,"대학생, 직장인/일반인",22.5.2 ~ 22.5.30,기타
87000,KB Pay 아이디어 공모전,KB국민카드 X mastercard,금융권,1900만 원,기획/아이디어,대학생,22.5.13 ~ 22.6.3,"해외연수, 전시기회"
87002,제37회 전국향토문화 공모전,한국문화원연합회,기타,1400만 원,문학/시나리오,대상 제한 없음,22.5.2 ~ 22.7.15,상장 수여
87004,[추천 공모전] 제1회 CJ Feed&Care CUBE 아이디어 공모전 (~5/31),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.5.2 ~ 22.5.31,기타
87006,제5회 근현대 민간기록물 공모전,한국문화원연합회,기타,700만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.7.15,상장 수여
87016,제16회 경기게임오디션 [Speed Dating],경기게임오디션,공공기관/공기업,1억 5000만 원,캐릭터/만화/게임,"대학생, 직장인/일반인",22.5.3 ~ 22.5.23,기타
87019,제2회 서울Book&Contents Fair(SBCF)작품공모 및 크라우드펀딩 (5월),인스타페이,공공기관/공기업,5000만 원,문학/시나리오,대상 제한 없음,22.5.2 ~ 22.5.31,"실제상용화, 상장 수여"
87027,POWERED by unofficialboyy | 파워드 우승자 혜택: 언오피셜보이의 피처링을 받아 음원 발매,Baund // 바운드,중소기업,-,예체능/패션,대상 제한 없음,22.5.3 ~ 22.5.29,"실제상용화, 상장 수여"
87032,나트륨·당류 줄이기 캐릭터 활용 영상공모전,식품의약품안전처,공공기관/공기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.7.31,"입사시 가산점, 상장 수여"
87033,2022년 스마트 해상물류 창업 오디션 예선 4기 모집 공고,울산과학기술원 / 울산항만공사,공공기관/공기업,2500만 원,과학/공학,대상 제한 없음,22.4.1 ~ 22.5.8,"입사시 가산점, 상장 수여"
87049,유니브 기획안 공모전,(주) 유니브,중소기업,120만 원,기획/아이디어,대학생,22.5.16 ~ 22.5.22,"인턴/정규직채용, 상장 수여"
87076,창작집단 숨죽은 별 시놉시스 트리트먼트 공모전,창작집단 숨죽은 별,중소기업,800만 원,문학/시나리오,대상 제한 없음,22.5.1 ~ 22.6.15,기타
87077,신한카드 참신한글판 문안 공모전(2022년 여름),신한카드,중견기업,-,네이밍/슬로건,대상 제한 없음,22.5.1 ~ 22.5.15,기타
87078,2022 우수디자인(GD)상품선정 공모,산업통상자원부 / 한국디자인진흥원,비영리단체/협회/재단,-,디자인/순수미술/공예,대상 제한 없음,22.5.1 ~ 22.6.30,기타
